total_lines,blank_line_ratio,avg_line_length,long_line_ratio,comment_density,num_functions,num_classes,num_loops,num_conditionals,num_try_except,import_count,assertion_count,avg_function_length,max_function_length,docstring_ratio,avg_identifier_length,single_char_var_ratio,type_annotation_ratio,magic_number_count,nested_function_count,ast_parse_success,avg_cyclomatic_complexity,max_cyclomatic_complexity,maintainability_index,label
66,0.1515,29.18,0.0152,0.0357,1,0,1,3,0,1,0,40.0,40,1.0,9.39,0.0968,1.0,4,0,1,7.0,7,83.05,human
80,0.075,25.41,0.0125,0.0135,1,0,1,3,0,1,2,51.0,51,1.0,8.42,0.0,1.0,14,0,1,6.0,6,81.19,human
43,0.093,31.64,0.0,0.0,1,0,1,4,0,1,0,37.0,37,1.0,9.81,0.0,1.0,0,0,1,7.0,7,75.81,human
385,0.1325,33.62,0.0416,0.0,16,0,0,1,0,1,0,21.62,28,1.0,7.18,0.0,1.0,36,0,1,1.0,1,35.51,human
27,0.2593,27.9,0.0,0.0,1,0,1,2,0,1,0,20.0,20,0.0,4.84,0.0,0.0,2,0,1,3.0,3,63.63,human
35,0.2286,36.96,0.0,0.0,1,0,2,2,0,1,0,31.0,31,0.0,4.81,0.0,1.0,5,0,1,4.0,4,88.8,human
68,0.1912,37.84,0.0147,0.1273,2,0,0,3,0,3,0,36.5,53,0.5,10.16,0.0,1.0,0,1,1,1.0,1,79.5,human
98,0.1531,43.53,0.1429,0.1807,1,0,1,6,0,0,0,65.0,65,1.0,6.85,0.2424,1.0,0,0,1,11.0,11,66.89,human
51,0.1373,31.18,0.0784,0.0227,1,0,0,3,0,1,0,26.0,26,1.0,7.07,0.0,1.0,0,0,1,3.0,3,72.54,human
153,0.1765,35.21,0.0,0.0556,4,0,3,5,0,0,3,33.0,42,0.75,7.52,0.4636,0.0,5,0,1,3.75,5,60.38,human
113,0.177,36.29,0.0442,0.0,4,0,3,7,0,6,0,20.0,43,0.25,6.5,0.0593,1.0,10,0,1,4.25,7,70.54,human
56,0.1786,32.15,0.0,0.0,2,0,1,4,0,0,0,27.0,41,0.5,3.23,0.3,1.0,0,1,1,2.0,2,75.29,human
60,0.15,30.43,0.0167,0.0,2,0,1,4,0,0,0,31.0,45,0.5,2.53,0.4694,1.0,0,1,1,2.0,2,79.66,human
44,0.1818,34.56,0.0227,0.2222,1,0,0,4,0,1,0,38.0,38,1.0,5.78,0.175,1.0,0,0,1,5.0,5,80.89,human
54,0.1852,27.23,0.0,0.1136,1,0,0,5,0,2,0,35.0,35,1.0,3.15,0.3462,1.0,0,0,1,6.0,6,69.08,human
141,0.2411,38.46,0.0142,0.0187,6,0,5,3,0,0,0,17.33,41,1.0,10.74,0.1333,0.0,14,0,1,2.17,4,65.62,human
172,0.1919,42.46,0.0988,0.0288,8,0,7,9,0,2,0,16.75,49,0.5,5.97,0.3382,1.0,36,0,1,5.12,12,59.23,human
66,0.197,31.89,0.0303,0.1887,2,0,0,3,0,3,0,21.0,35,1.0,3.93,0.3333,0.5,0,0,1,4.0,7,59.99,human
112,0.2232,33.33,0.0089,0.0575,2,0,3,3,0,2,0,50.5,54,1.0,8.0,0.0,1.0,0,0,1,4.0,6,60.51,human
53,0.1509,23.53,0.0,0.0,2,0,0,4,0,0,0,23.5,27,1.0,3.74,0.5263,1.0,1,0,1,2.5,3,57.88,human
59,0.1356,37.1,0.0,0.0196,1,1,0,6,0,3,0,42.0,42,1.0,6.25,0.0,1.0,0,0,1,3.5,6,77.02,human
49,0.1837,28.93,0.0408,0.0,2,0,0,3,0,2,0,19.0,19,1.0,11.25,0.0,1.0,0,0,1,4.0,4,83.29,human
46,0.1739,39.53,0.0435,0.0,1,0,0,5,0,3,0,29.0,29,1.0,8.19,0.0,1.0,0,0,1,5.0,5,79.31,human
97,0.2165,44.96,0.1856,0.0263,1,0,0,4,0,2,0,59.0,59,1.0,9.2,0.0,1.0,1,0,1,4.0,4,43.14,human
42,0.1429,39.36,0.0714,0.0278,1,0,0,6,0,2,0,32.0,32,1.0,8.07,0.0,1.0,0,0,1,6.0,6,80.02,human
75,0.1733,41.26,0.0133,0.0,2,0,0,3,0,2,0,21.0,22,1.0,11.46,0.0,1.0,4,0,1,3.5,4,37.33,human
41,0.1951,38.39,0.0244,0.0303,1,0,0,2,0,2,0,31.0,31,1.0,11.29,0.0,1.0,0,0,1,4.0,4,70.1,human
73,0.0822,37.31,0.0137,0.0,1,0,0,7,0,2,0,61.0,61,1.0,11.79,0.0,1.0,1,0,1,7.0,7,79.38,human
85,0.2588,41.52,0.0,0.0159,1,0,0,7,0,2,0,72.0,72,1.0,8.81,0.0,1.0,2,0,1,7.0,7,66.77,human
67,0.1194,40.02,0.1045,0.0,1,0,0,6,0,3,0,53.0,53,1.0,10.25,0.125,1.0,1,0,1,6.0,6,81.42,human
75,0.08,38.84,0.1467,0.0435,1,0,0,8,0,2,0,62.0,62,1.0,11.69,0.0,1.0,1,0,1,8.0,8,80.19,human
374,0.1684,39.37,0.0856,0.0,7,0,2,14,0,1,0,31.29,74,1.0,13.26,0.0,1.0,53,0,1,3.57,7,59.72,human
56,0.2143,34.25,0.0179,0.0227,2,0,2,3,0,2,0,21.5,23,1.0,6.39,0.0,1.0,0,0,1,3.0,3,78.82,human
50,0.24,40.71,0.02,0.0263,1,0,0,3,0,3,0,28.0,28,1.0,7.86,0.0,1.0,0,0,1,3.0,3,76.98,human
37,0.2432,36.04,0.0,0.1071,1,0,0,1,0,3,0,27.0,27,1.0,10.65,0.0,1.0,0,0,1,1.0,1,91.04,human
72,0.2222,44.93,0.1944,0.0357,1,0,0,4,0,2,0,46.0,46,1.0,9.78,0.0,1.0,1,0,1,4.0,4,54.5,human
69,0.2464,36.96,0.0145,0.0192,1,0,0,8,0,3,0,57.0,57,1.0,8.05,0.0,1.0,0,0,1,8.0,8,74.43,human
53,0.1698,35.0,0.0189,0.0227,2,0,2,3,0,2,0,20.0,22,1.0,6.74,0.0,1.0,0,0,1,3.0,3,78.89,human
98,0.2347,44.77,0.0816,0.0667,2,1,2,3,0,3,0,34.0,61,1.0,8.62,0.1702,1.0,2,0,1,4.33,7,57.12,human
213,0.2019,43.75,0.0845,0.0059,5,1,0,5,0,4,0,31.2,49,1.0,5.84,0.0806,1.0,2,0,1,2.0,3,37.57,human
139,0.2446,31.28,0.0072,0.0571,6,0,0,0,0,1,0,17.83,27,0.8333,6.67,0.0,0.0,1,0,1,1.0,1,64.12,human
79,0.1646,39.35,0.0759,0.1061,3,0,0,1,0,7,0,19.67,30,1.0,7.85,0.0,1.0,1,0,1,1.0,1,89.88,human
139,0.1439,35.77,0.0216,0.0168,8,0,5,7,0,1,0,12.12,23,0.75,10.3,0.2333,0.0,28,0,1,2.38,4,70.0,human
328,0.1951,37.8,0.0152,0.0455,22,4,3,17,0,8,0,9.18,42,0.1818,6.75,0.0,1.0,4,0,1,2.12,11,56.13,human
350,0.1343,34.67,0.0343,0.0066,9,1,9,11,0,3,0,30.11,71,0.6667,8.36,0.0157,1.0,2,0,1,3.4,12,45.78,human
162,0.1914,40.4,0.0185,0.0,3,0,2,6,1,5,0,44.67,104,1.0,6.15,0.0606,1.0,0,0,1,4.0,9,59.71,human
85,0.2471,35.67,0.0353,0.0625,3,0,0,1,0,5,0,19.0,25,1.0,7.97,0.0,1.0,1,0,1,1.0,1,78.14,human
88,0.1818,39.99,0.0455,0.0417,3,1,0,1,0,6,0,15.0,25,1.0,5.71,0.1552,1.0,6,0,1,2.0,3,83.53,human
118,0.1695,42.42,0.0339,0.0408,4,1,2,1,0,5,0,23.0,29,1.0,6.46,0.0714,1.0,6,0,1,1.6,2,58.71,human
363,0.1212,40.79,0.0579,0.1003,9,0,3,9,0,7,0,28.89,140,0.3333,7.88,0.1776,0.1111,24,0,1,2.22,8,60.94,human
203,0.1576,40.99,0.0542,0.0,6,2,2,14,0,2,0,29.17,94,0.8333,4.84,0.2817,0.0,6,0,1,4.0,11,60.54,human
148,0.1486,32.01,0.0541,0.0159,7,2,7,5,0,1,0,12.43,45,0.2857,4.11,0.2869,0.0,4,0,1,2.78,11,66.3,human
159,0.2453,40.94,0.0377,0.0917,5,0,1,2,0,4,0,18.2,38,0.4,3.67,0.3475,0.4,7,0,1,1.4,3,57.35,human
73,0.2329,35.79,0.0411,0.1786,3,1,4,1,0,1,0,18.67,30,0.6667,6.03,0.2295,1.0,10,0,1,3.0,4,79.73,human
137,0.1241,41.36,0.0365,0.0083,4,0,0,4,0,2,0,22.25,35,1.0,7.17,0.1143,1.0,3,0,1,3.0,5,32.77,human
206,0.1699,34.32,0.0097,0.1111,7,1,4,6,0,4,0,26.14,68,0.8571,4.78,0.2991,1.0,0,1,1,2.71,6,60.54,human
119,0.2185,42.96,0.1345,0.043,3,0,6,4,0,3,0,26.0,35,1.0,7.76,0.0789,1.0,0,0,1,6.0,10,67.97,human
198,0.1869,43.14,0.0556,0.087,7,0,2,7,0,5,3,23.0,36,0.7143,8.85,0.0565,1.0,25,0,1,2.57,3,66.5,human
67,0.1493,48.89,0.1642,0.0702,2,0,0,0,0,1,0,17.0,17,1.0,3.91,0.1739,1.0,2,0,1,2.0,2,34.88,human
147,0.1769,38.54,0.0136,0.0579,6,0,3,1,0,3,0,18.0,25,1.0,5.78,0.0935,0.0,3,0,1,1.67,2,67.45,human
66,0.1515,39.59,0.0606,0.0893,3,0,0,1,0,6,0,15.67,20,1.0,8.14,0.0,1.0,3,0,1,1.0,1,91.15,human
29,0.3793,24.89,0.0,0.0,1,0,0,1,0,2,0,6.0,6,1.0,3.31,0.4615,0.0,2,0,1,1.0,1,96.85,human
178,0.2416,37.19,0.0506,0.0519,5,0,1,4,0,4,0,28.4,57,1.0,9.77,0.0,1.0,11,0,1,2.0,5,67.92,human
42,0.1429,32.83,0.0476,0.0,1,0,0,2,0,1,0,36.0,36,1.0,5.0,0.2222,1.0,0,0,1,4.0,4,45.56,human
68,0.1618,29.05,0.0294,0.0,3,0,0,1,0,2,0,15.0,23,1.0,5.5,0.3333,1.0,0,1,1,2.0,3,62.91,human
37,0.1622,28.77,0.027,0.0,1,0,0,1,0,1,0,13.0,13,1.0,7.0,0.0,1.0,0,0,1,2.0,2,43.91,human
163,0.1656,30.24,0.0184,0.0,7,0,16,12,0,4,0,19.71,39,0.8571,5.33,0.2527,1.0,0,0,1,6.0,17,59.16,human
35,0.1429,27.23,0.0286,0.0,1,0,0,1,0,1,0,13.0,13,1.0,7.0,0.0,1.0,0,0,1,1.0,1,43.81,human
55,0.1818,29.2,0.0182,0.0222,2,0,3,2,0,0,0,21.0,23,1.0,5.18,0.1818,1.0,0,0,1,4.0,6,75.77,human
30,0.2,26.92,0.0,0.0,1,0,0,1,0,1,0,10.0,10,1.0,7.0,0.0,1.0,0,0,1,2.0,2,50.29,human
39,0.2051,29.87,0.0,0.0,1,0,0,1,0,1,0,14.0,14,1.0,7.0,0.0,1.0,0,0,1,2.0,2,40.72,human
36,0.1389,28.39,0.0278,0.0,1,0,0,1,0,1,0,13.0,13,1.0,7.0,0.0,1.0,0,0,1,2.0,2,42.26,human
50,0.22,26.64,0.02,0.0,2,0,0,1,0,1,0,12.0,14,1.0,6.75,0.0,1.0,0,0,1,1.5,2,41.36,human
37,0.1892,28.33,0.027,0.0,1,0,0,1,0,1,0,14.0,14,1.0,7.0,0.0,1.0,0,0,1,1.0,1,43.81,human
91,0.1209,29.64,0.011,0.0,2,0,0,3,0,1,0,32.0,50,1.0,11.2,0.0,1.0,0,0,1,2.5,3,30.39,human
81,0.1481,30.83,0.037,0.0,2,0,1,3,0,1,0,31.0,43,1.0,7.81,0.0,1.0,0,0,1,3.0,5,78.57,human
121,0.1818,33.63,0.0165,0.0606,3,0,1,4,0,0,0,35.67,50,1.0,8.48,0.1515,1.0,0,0,1,3.33,5,41.46,human
67,0.2388,41.12,0.1045,0.0196,1,0,1,5,0,1,0,60.0,60,1.0,10.43,0.0,1.0,1,0,1,6.0,6,70.31,human
91,0.0989,30.89,0.044,0.0366,2,0,0,5,0,1,0,37.0,42,1.0,10.15,0.0,1.0,2,0,1,3.5,4,67.94,human
81,0.2346,38.02,0.0247,0.0645,2,0,0,4,0,1,0,31.5,35,1.0,6.77,0.1923,1.0,0,0,1,2.5,4,50.54,human
95,0.1895,38.47,0.0105,0.1039,2,0,0,5,0,3,0,35.0,62,0.5,6.44,0.0,1.0,8,0,1,3.0,5,67.37,human
158,0.2468,40.08,0.1646,0.1765,2,0,3,3,0,2,0,33.5,56,0.5,7.42,0.186,1.0,1,0,1,5.0,7,54.95,human
61,0.1803,34.9,0.0164,0.0,2,0,1,7,0,1,0,44.0,55,1.0,8.37,0.0,1.0,0,1,1,1.0,1,79.08,human
116,0.1638,34.69,0.0345,0.0,3,0,3,4,0,4,0,28.0,39,1.0,5.94,0.451,1.0,3,0,1,2.67,3,63.36,human
197,0.0964,35.76,0.066,0.0337,2,0,0,7,0,2,0,93.0,133,1.0,6.66,0.3077,1.0,0,0,1,11.0,14,48.61,human
93,0.1828,27.87,0.0,0.0,2,0,0,2,0,2,0,34.5,67,0.5,10.75,0.0,1.0,1,0,1,1.5,2,50.7,human
131,0.1221,30.95,0.0076,0.0087,4,0,8,10,0,0,0,27.5,38,1.0,4.55,0.1395,1.0,2,0,1,5.25,8,64.06,human
100,0.23,47.12,0.06,0.0519,2,0,2,4,0,1,0,42.0,51,1.0,8.54,0.1429,1.0,0,0,1,4.0,6,48.68,human
109,0.156,34.61,0.0734,0.0326,3,0,3,3,0,1,0,27.0,43,1.0,3.3,0.4286,1.0,1,0,1,4.67,6,65.91,human
133,0.1654,34.46,0.0,0.036,4,0,9,8,0,1,0,17.75,35,1.0,5.28,0.2027,1.0,62,0,1,4.5,6,72.69,human
162,0.216,33.57,0.037,0.0157,3,0,5,11,0,1,0,39.0,66,1.0,8.07,0.0732,1.0,0,0,1,7.67,14,63.89,human
74,0.2703,38.37,0.0135,0.037,2,0,1,2,0,0,0,31.5,36,1.0,8.06,0.0,1.0,0,0,1,3.0,5,39.8,human
76,0.1842,35.39,0.0658,0.0,3,0,1,5,0,1,0,16.67,25,0.6667,6.68,0.0541,1.0,2,0,1,3.0,4,71.34,human
88,0.1932,34.14,0.0114,0.0,2,0,1,2,0,1,0,30.5,59,0.5,10.0,0.2,1.0,2,0,1,3.0,4,62.26,human
176,0.1193,36.51,0.0341,0.071,3,0,1,4,0,0,0,54.0,67,1.0,6.79,0.0,1.0,0,0,1,3.33,5,31.43,human
101,0.2772,32.19,0.0198,0.0137,4,0,4,6,0,2,0,21.0,27,1.0,4.59,0.5059,1.0,0,0,1,4.5,6,74.17,human
119,0.2017,37.51,0.0168,0.0421,4,0,8,3,2,0,0,21.75,37,1.0,6.56,0.1154,1.0,0,0,1,4.5,8,70.69,human
26,0.1923,33.43,0.0769,0.0476,1,0,1,1,0,2,0,6.0,6,0.0,5.35,0.2692,1.0,5,0,1,2.0,2,93.2,human
336,0.2351,38.05,0.0208,0.0311,15,3,1,7,0,4,7,13.13,33,0.4667,6.12,0.2178,1.0,1,2,1,2.2,7,54.15,human
34,0.0882,43.13,0.0588,0.0,1,0,1,3,0,0,0,30.0,30,1.0,17.5,0.0,1.0,3,0,1,5.0,5,88.76,human
165,0.2424,33.07,0.0182,0.0,5,0,1,8,0,0,2,30.0,73,1.0,7.49,0.0,1.0,2,1,1,3.25,7,63.95,human
172,0.1802,37.29,0.0465,0.1631,4,1,3,11,0,5,0,35.75,80,0.75,6.14,0.1353,0.75,5,0,1,4.2,14,65.35,human
319,0.2132,37.67,0.0313,0.0319,16,3,2,7,0,4,7,13.06,33,0.5,6.13,0.2124,1.0,1,2,1,2.25,7,55.51,human
38,0.1579,37.22,0.0789,0.0,1,0,1,2,0,2,0,21.0,21,1.0,13.11,0.0,1.0,0,0,1,7.0,7,87.95,human
59,0.1525,30.12,0.0,0.08,1,0,0,1,0,1,3,37.0,37,1.0,8.85,0.0,1.0,37,0,1,7.0,7,80.81,human
63,0.2222,38.92,0.0159,0.0,9,1,2,2,0,1,0,3.44,10,0.1111,5.45,0.1765,0.0,0,0,1,1.4,3,80.59,human
71,0.2394,32.81,0.0141,0.0185,1,0,1,3,0,1,0,38.0,38,1.0,7.06,0.2353,1.0,0,0,1,7.0,7,49.26,human
228,0.0789,39.68,0.0702,0.0429,7,1,7,6,0,3,0,24.57,93,1.0,7.32,0.1287,0.8571,20,0,1,4.25,13,62.83,human
79,0.2278,30.97,0.0,0.0656,3,0,6,2,0,1,0,21.0,22,1.0,4.18,0.5,0.0,0,0,1,3.33,4,67.03,human
92,0.2174,32.04,0.0,0.0,4,1,1,5,0,5,1,8.75,15,0.75,5.52,0.26,1.0,5,0,1,2.4,3,76.41,human
42,0.2381,34.16,0.0,0.0312,1,0,1,2,0,2,0,28.0,28,1.0,4.18,0.1818,1.0,0,0,1,4.0,4,84.02,human
43,0.2093,42.06,0.186,0.1765,2,1,1,1,0,1,0,9.5,11,1.0,6.11,0.0,0.0,3,0,1,1.33,2,79.47,human
367,0.158,36.73,0.0463,0.0097,13,2,16,26,1,4,0,22.31,66,1.0,6.99,0.1286,1.0,3,0,1,4.67,13,49.41,human
96,0.1458,30.62,0.0,0.0366,5,0,2,2,0,0,0,9.0,12,0.6,5.35,0.0556,0.0,54,0,1,1.6,3,65.48,human
97,0.1856,37.76,0.0412,0.1139,5,0,0,2,0,3,0,15.0,27,0.4,7.43,0.087,0.8,4,0,1,3.0,9,75.3,human
395,0.0987,41.34,0.043,0.1966,11,1,27,24,0,2,0,31.73,41,0.9091,5.38,0.165,1.0,4,0,1,7.17,9,40.3,human
43,0.2093,35.59,0.0,0.2353,1,0,1,2,0,1,0,23.0,23,1.0,4.0,0.5263,1.0,9,0,1,3.0,3,84.91,human
73,0.137,28.6,0.0274,0.0,2,0,1,3,0,1,0,24.0,45,0.5,6.52,0.1905,0.5,0,0,1,4.0,6,52.38,human
60,0.2,40.17,0.0333,0.0417,1,0,1,3,0,2,0,45.0,45,1.0,11.82,0.0,1.0,34,0,1,5.0,5,78.0,human
28,0.2143,30.55,0.0,0.0,3,0,0,2,0,0,0,6.67,15,0.3333,7.15,0.0,0.0,0,0,1,1.33,2,92.35,human
180,0.1278,38.96,0.0778,0.0764,5,1,2,12,0,1,0,31.2,55,0.8,4.1,0.0562,1.0,0,0,1,3.67,6,57.63,human
58,0.2414,40.66,0.0172,0.0682,1,0,2,4,0,1,0,55.0,55,1.0,9.85,0.0,1.0,0,0,1,9.0,9,70.56,human
217,0.1429,34.1,0.023,0.0,6,0,1,2,0,5,0,19.5,40,1.0,8.96,0.0662,1.0,14,0,1,1.33,3,69.33,human
86,0.186,37.89,0.0581,0.0,2,0,0,3,0,2,0,19.5,23,1.0,6.32,0.0,1.0,6,0,1,1.5,2,76.4,human
150,0.18,40.46,0.0667,0.1301,4,0,3,5,0,3,0,25.25,44,1.0,6.79,0.2632,1.0,12,0,1,3.0,4,59.77,human
76,0.2237,36.51,0.0263,0.0,5,0,1,2,0,1,0,9.4,17,0.6,6.26,0.2464,0.8,19,0,1,1.4,2,75.48,human
115,0.1565,43.82,0.0348,0.0825,4,0,2,1,0,4,0,15.75,22,1.0,7.71,0.1047,1.0,8,0,1,1.5,2,66.98,human
72,0.2222,37.7,0.0417,0.1071,1,0,4,3,0,3,0,46.0,46,1.0,9.05,0.4,1.0,0,0,1,8.0,8,75.92,human
49,0.1224,32.02,0.0,0.0,1,0,2,4,0,3,0,39.0,39,1.0,5.41,0.2069,1.0,0,0,1,6.0,6,80.28,human
65,0.1231,33.58,0.0154,0.0351,1,0,1,7,0,1,0,56.0,56,1.0,5.74,0.0,1.0,4,0,1,9.0,9,71.24,human
63,0.1587,39.25,0.0476,0.0,1,0,3,2,1,1,0,56.0,56,1.0,3.85,0.5385,1.0,4,0,1,7.0,7,64.85,human
129,0.2791,38.47,0.031,0.0108,2,0,0,8,0,2,0,53.5,96,0.5,7.33,0.0,1.0,5,1,1,10.0,10,50.05,human
92,0.2065,35.18,0.0326,0.0274,1,0,2,2,0,1,0,23.0,23,1.0,3.76,0.1379,1.0,0,0,1,4.0,4,38.06,human
218,0.2615,36.24,0.0688,0.0248,6,0,4,6,0,0,3,31.83,42,0.8333,6.67,0.3925,0.8333,7,0,1,3.33,4,54.18,human
60,0.1833,39.22,0.0667,0.1633,1,0,4,3,0,1,0,41.0,41,1.0,6.33,0.1795,1.0,0,0,1,9.0,9,81.94,human
39,0.2564,28.41,0.0,0.1379,2,0,0,3,0,2,0,9.5,10,0.5,1.57,0.8571,1.0,0,0,1,2.5,3,83.79,human
61,0.1967,35.0,0.082,0.0,1,0,1,2,0,2,0,37.0,37,1.0,7.8,0.0,1.0,4,0,1,5.0,5,68.55,human
49,0.1837,33.92,0.0408,0.05,2,0,0,3,0,2,0,21.0,30,0.5,7.27,0.0,1.0,0,1,1,1.0,1,81.76,human
39,0.1795,28.0,0.0,0.0,1,0,2,4,0,1,0,19.0,19,1.0,1.34,0.8,1.0,0,0,1,9.0,9,82.43,human
60,0.1833,41.35,0.1,0.0,1,0,2,3,0,1,0,36.0,36,1.0,6.12,0.2143,1.0,6,0,1,7.0,7,78.05,human
95,0.1895,34.03,0.0316,0.026,1,0,3,4,0,1,2,74.0,74,1.0,2.28,0.6707,1.0,1,0,1,13.0,13,65.22,human
70,0.1857,34.77,0.0429,0.0,1,0,2,5,0,1,0,52.0,52,1.0,5.02,0.3256,1.0,0,0,1,10.0,10,63.6,human
153,0.1765,39.83,0.0784,0.0397,4,0,3,9,0,0,2,29.0,59,0.75,4.14,0.4088,0.5,11,0,1,4.5,6,64.25,human
68,0.1176,28.2,0.0147,0.0333,1,0,3,4,0,1,0,43.0,43,1.0,3.19,0.3953,1.0,0,0,1,9.0,9,50.32,human
79,0.1899,40.78,0.0253,0.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,human
74,0.1757,34.05,0.0541,0.0984,1,0,4,4,0,2,0,60.0,60,1.0,7.02,0.1186,1.0,4,0,1,10.0,10,77.44,human
76,0.1579,24.78,0.0132,0.0,1,0,5,3,0,1,0,65.0,65,1.0,1.88,0.6863,1.0,0,0,1,11.0,11,56.88,human
37,0.3243,35.96,0.027,0.16,1,0,4,1,0,2,0,26.0,26,1.0,3.44,0.5185,1.0,0,0,1,5.0,5,86.61,human
46,0.1739,27.53,0.0,0.1316,1,0,2,2,0,1,0,31.0,31,1.0,3.76,0.4706,0.0,0,0,1,4.0,4,63.53,human
67,0.2388,35.12,0.0299,0.0,3,0,3,3,0,1,0,15.67,22,1.0,4.61,0.5488,0.6667,7,0,1,4.0,9,76.98,human
55,0.2,30.34,0.0364,0.1364,2,0,2,5,0,2,0,19.0,30,0.5,3.52,0.3913,0.5,0,0,1,4.0,5,80.42,human
102,0.2353,34.9,0.0294,0.0,5,0,2,7,0,1,0,17.0,28,0.6,7.91,0.1455,1.0,2,2,1,2.0,4,73.83,human
144,0.1806,44.69,0.0625,0.2288,5,1,4,5,0,2,0,21.6,67,0.6,3.37,0.4837,0.0,2,0,1,5.17,19,57.0,human
146,0.1575,47.57,0.0342,0.4472,1,0,5,0,0,3,1,140.0,140,1.0,7.61,0.053,0.0,1,0,1,12.0,12,78.67,human
66,0.2576,26.2,0.0,0.0612,1,0,1,4,0,2,0,31.0,31,1.0,3.97,0.3333,1.0,3,0,1,5.0,5,66.27,human
24,0.2917,25.18,0.0,0.0588,1,0,1,1,0,1,0,15.0,15,1.0,2.13,0.3333,1.0,2,0,1,2.0,2,91.43,human
67,0.1642,32.3,0.0597,0.0536,1,0,1,5,0,2,0,43.0,43,1.0,8.36,0.119,1.0,0,0,1,9.0,9,74.9,human
89,0.236,44.65,0.1124,0.25,3,1,3,6,0,1,0,18.0,32,0.0,6.44,0.1695,0.0,6,0,1,4.5,7,74.7,human
27,0.2593,27.9,0.0,0.05,1,0,0,2,0,2,0,15.0,15,1.0,5.29,0.0,1.0,0,0,1,3.0,3,87.51,human
151,0.1987,38.92,0.0993,0.0496,4,0,3,3,0,6,0,20.75,43,0.5,3.91,0.5526,1.0,6,1,1,3.33,8,57.09,human
103,0.233,43.75,0.0388,0.0886,2,0,2,4,0,1,0,33.5,62,1.0,9.62,0.0,1.0,3,1,1,5.0,5,64.22,human
35,0.2,36.82,0.0571,0.1786,1,0,4,3,0,1,0,29.0,29,1.0,3.96,0.4889,1.0,0,0,1,9.0,9,83.75,human
103,0.1553,38.3,0.0388,0.0,4,1,2,8,0,0,0,16.0,29,0.5,2.89,0.4839,0.75,0,0,1,4.4,8,68.81,human
85,0.1412,28.66,0.0118,0.0137,4,1,3,1,0,2,0,12.5,18,0.75,3.0,0.4464,0.0,24,0,1,3.0,5,82.92,human
54,0.1296,32.98,0.0,0.0426,1,0,1,3,0,0,0,54.0,54,1.0,8.26,0.0645,1.0,0,0,1,7.0,7,68.08,human
44,0.1591,32.76,0.0227,0.0811,1,0,4,2,0,1,0,28.0,28,1.0,2.2,0.6444,1.0,0,0,1,7.0,7,79.72,human
62,0.2258,35.1,0.0484,0.0,1,0,1,1,0,2,1,45.0,45,1.0,7.0,0.0,1.0,0,0,1,3.0,3,58.95,human
42,0.2143,32.48,0.0476,0.0303,1,0,1,2,0,1,1,33.0,33,1.0,9.47,0.0667,1.0,0,0,1,4.0,4,78.75,human
111,0.2252,32.26,0.0,0.0349,2,0,3,7,0,3,0,49.5,79,1.0,6.55,0.1489,1.0,0,1,1,10.0,10,65.49,human
61,0.1148,31.48,0.0492,0.0,1,0,3,3,2,1,0,34.0,34,1.0,2.05,0.7179,1.0,0,0,1,7.0,7,73.23,human
99,0.2222,31.79,0.0101,0.0,2,0,3,8,0,1,0,39.5,42,1.0,3.44,0.4675,1.0,0,0,1,9.0,10,63.64,human
39,0.1538,35.82,0.0,0.0,1,0,2,2,0,0,0,22.0,22,1.0,4.09,0.4884,1.0,0,0,1,9.0,9,79.97,human
377,0.0796,37.74,0.0133,0.0231,8,0,8,9,0,2,0,44.12,173,1.0,10.28,0.0691,1.0,0,0,1,3.38,9,52.9,human
51,0.2157,32.88,0.0196,0.0,3,1,2,3,1,0,0,12.33,21,0.3333,5.7,0.05,1.0,0,0,1,2.75,4,82.05,human
62,0.0968,30.95,0.0161,0.0,1,0,2,3,0,1,0,59.0,59,1.0,5.94,0.0,1.0,0,0,1,11.0,11,64.15,human
193,0.1399,37.43,0.0725,0.0663,3,0,5,6,0,0,0,56.67,88,1.0,4.46,0.3333,1.0,0,0,1,5.67,10,58.56,human
34,0.2059,31.3,0.0294,0.037,1,0,1,2,0,2,0,23.0,23,1.0,9.47,0.0,1.0,0,0,1,3.0,3,93.58,human
203,0.1872,35.68,0.0049,0.0485,14,2,7,8,0,2,0,10.64,33,0.0714,4.82,0.0637,0.0714,32,0,1,2.12,6,58.15,human
357,0.084,42.62,0.0364,0.0765,14,1,16,4,0,3,0,23.07,100,0.1429,6.68,0.0426,0.0,9,1,1,2.71,6,47.25,human
296,0.1655,45.87,0.0777,0.1134,8,1,1,2,0,1,0,33.75,59,1.0,7.5,0.0,1.0,6,0,1,1.33,3,68.25,human
63,0.2698,33.7,0.0159,0.1522,2,0,1,2,0,3,0,18.5,26,1.0,9.9,0.0323,1.0,4,0,1,2.0,2,75.66,human
342,0.155,40.38,0.0175,0.0865,13,2,0,16,0,8,2,20.62,73,0.4615,7.36,0.049,0.0,10,1,1,2.93,10,53.99,human
35,0.2571,29.38,0.0,0.0769,2,0,0,1,0,1,0,10.0,14,1.0,5.73,0.0667,1.0,7,1,1,1.0,1,75.55,human
51,0.2353,35.21,0.0392,0.0256,3,0,4,1,0,1,0,12.33,28,1.0,6.15,0.1277,0.3333,8,1,1,3.0,3,82.99,human
